Tiempo	Error_X	Error_Y	Pos_Xd	Pos_Yd	Xdp	Ydp
29.741	4.780	-1.403	4.766	-1.290	0.277	-0.077
29.761	4.778	-1.408	4.764	-1.295	0.277	-0.077
29.780	4.776	-1.413	4.762	-1.301	0.277	-0.077
29.802	4.774	-1.419	4.761	-1.306	0.276	-0.078
29.820	4.772	-1.423	4.759	-1.311	0.276	-0.078
29.841	4.771	-1.429	4.757	-1.316	0.276	-0.078
29.862	4.769	-1.434	4.755	-1.322	0.275	-0.078
29.880	4.767	-1.439	4.754	-1.327	0.275	-0.078
29.900	4.765	-1.444	4.752	-1.332	0.274	-0.078
29.920	4.763	-1.449	4.750	-1.337	0.274	-0.078
29.941	4.761	-1.454	4.748	-1.343	0.274	-0.078
29.961	4.759	-1.459	4.746	-1.348	0.273	-0.078
29.980	4.757	-1.464	4.745	-1.353	0.273	-0.078
30.002	4.755	-1.470	4.743	-1.358	0.273	-0.079
30.020	4.753	-1.475	4.741	-1.363	0.272	-0.079
30.040	4.751	-1.480	4.739	-1.368	0.272	-0.079
30.061	4.749	-1.485	4.737	-1.373	0.272	-0.079
30.080	4.747	-1.490	4.735	-1.379	0.271	-0.079
30.101	4.745	-1.495	4.734	-1.384	0.271	-0.080
30.120	4.743	-1.500	4.732	-1.389	0.271	-0.080
30.140	4.741	-1.505	4.730	-1.394	0.270	-0.080
30.160	4.739	-1.510	4.728	-1.399	0.270	-0.080
30.180	4.737	-1.515	4.726	-1.404	0.270	-0.080
30.200	4.735	-1.520	4.724	-1.409	0.269	-0.080
30.220	4.733	-1.525	4.722	-1.414	0.269	-0.080
30.241	4.731	-1.530	4.720	-1.419	0.269	-0.081
30.260	4.729	-1.535	4.719	-1.424	0.268	-0.081
30.282	4.727	-1.540	4.719	-1.424	0.270	-0.089
30.301	4.725	-1.545	4.717	-1.429	0.270	-0.089
30.320	4.723	-1.550	4.715	-1.434	0.269	-0.089
30.340	4.721	-1.555	4.713	-1.439	0.269	-0.088
30.360	4.719	-1.560	4.711	-1.444	0.269	-0.088
30.381	4.717	-1.564	4.709	-1.449	0.268	-0.088
30.401	4.715	-1.569	4.707	-1.454	0.268	-0.087
30.420	4.713	-1.574	4.705	-1.459	0.268	-0.087
30.442	4.711	-1.579	4.703	-1.464	0.267	-0.087
30.460	4.709	-1.584	4.701	-1.469	0.267	-0.087
30.480	4.706	-1.589	4.699	-1.474	0.266	-0.087
30.501	4.704	-1.594	4.697	-1.479	0.266	-0.087
30.520	4.702	-1.599	4.695	-1.484	0.266	-0.087
30.543	4.700	-1.604	4.693	-1.489	0.265	-0.089
30.561	4.698	-1.608	4.690	-1.494	0.265	-0.088
30.580	4.696	-1.613	4.688	-1.499	0.264	-0.088
30.601	4.694	-1.618	4.686	-1.504	0.264	-0.089
30.620	4.691	-1.623	4.684	-1.509	0.264	-0.089
30.641	4.689	-1.628	4.682	-1.514	0.263	-0.089
30.660	4.687	-1.632	4.680	-1.518	0.263	-0.089
30.681	4.685	-1.637	4.678	-1.523	0.263	-0.089
30.701	4.683	-1.642	4.676	-1.528	0.262	-0.089
30.721	4.680	-1.646	4.674	-1.533	0.262	-0.089
30.741	4.678	-1.651	4.672	-1.538	0.261	-0.089
30.760	4.676	-1.656	4.670	-1.542	0.261	-0.089
30.782	4.674	-1.661	4.667	-1.547	0.261	-0.089
30.801	4.672	-1.665	4.665	-1.552	0.260	-0.089
30.821	4.669	-1.670	4.663	-1.557	0.260	-0.089
30.841	4.667	-1.675	4.661	-1.561	0.260	-0.088
30.860	4.665	-1.679	4.659	-1.566	0.259	-0.088
30.881	4.663	-1.684	4.657	-1.571	0.259	-0.089
30.901	4.660	-1.688	4.655	-1.576	0.258	-0.089
30.921	4.658	-1.693	4.652	-1.580	0.258	-0.089
30.940	4.656	-1.698	4.650	-1.585	0.258	-0.089
30.961	4.653	-1.702	4.648	-1.590	0.257	-0.089
30.981	4.651	-1.707	4.646	-1.594	0.257	-0.089
31.001	4.649	-1.711	4.644	-1.599	0.257	-0.089
31.020	4.647	-1.716	4.641	-1.604	0.256	-0.089
31.041	4.644	-1.721	4.639	-1.608	0.256	-0.089
31.060	4.642	-1.725	4.637	-1.613	0.255	-0.089
31.084	4.639	-1.730	4.635	-1.617	0.255	-0.091
31.100	4.637	-1.734	4.635	-1.617	0.257	-0.098
31.122	4.635	-1.739	4.630	-1.627	0.255	-0.090
31.141	4.632	-1.743	4.628	-1.631	0.254	-0.090
31.160	4.630	-1.748	4.626	-1.636	0.254	-0.090
31.180	4.628	-1.752	4.623	-1.640	0.253	-0.091
31.201	4.625	-1.757	4.623	-1.640	0.255	-0.099
31.221	4.623	-1.761	4.621	-1.645	0.255	-0.099
31.241	4.621	-1.766	4.619	-1.649	0.254	-0.100
31.261	4.618	-1.770	4.617	-1.654	0.254	-0.100
31.280	4.616	-1.775	4.614	-1.658	0.254	-0.099
31.301	4.613	-1.779	4.609	-1.667	0.251	-0.091
31.320	4.611	-1.783	4.609	-1.667	0.253	-0.098
31.341	4.608	-1.788	4.607	-1.672	0.252	-0.098
31.361	4.606	-1.792	4.605	-1.676	0.252	-0.097
31.381	4.603	-1.797	4.602	-1.681	0.252	-0.097
31.400	4.601	-1.801	4.600	-1.685	0.251	-0.097
31.420	4.599	-1.805	4.598	-1.690	0.251	-0.097
31.441	4.596	-1.810	4.595	-1.694	0.250	-0.097
31.461	4.594	-1.814	4.593	-1.699	0.250	-0.097
31.481	4.591	-1.818	4.590	-1.703	0.250	-0.097
31.500	4.589	-1.823	4.588	-1.707	0.249	-0.097
31.521	4.586	-1.827	4.586	-1.712	0.249	-0.097
31.541	4.584	-1.831	4.583	-1.716	0.249	-0.097
31.561	4.581	-1.835	4.581	-1.720	0.248	-0.097
31.581	4.579	-1.840	4.578	-1.725	0.248	-0.097
31.601	4.576	-1.844	4.576	-1.729	0.247	-0.097
31.621	4.574	-1.848	4.573	-1.733	0.247	-0.098
31.641	4.571	-1.852	4.571	-1.738	0.247	-0.098
31.660	4.569	-1.857	4.569	-1.742	0.246	-0.098
31.681	4.566	-1.861	4.566	-1.746	0.246	-0.098
31.700	4.563	-1.865	4.564	-1.750	0.246	-0.098
31.721	4.561	-1.869	4.561	-1.755	0.245	-0.098
31.740	4.558	-1.873	4.559	-1.759	0.245	-0.099
31.762	4.555	-1.878	4.556	-1.763	0.244	-0.100
31.781	4.553	-1.882	4.554	-1.767	0.244	-0.099
31.801	4.550	-1.886	4.551	-1.772	0.244	-0.100
31.824	4.547	-1.890	4.551	-1.772	0.246	-0.109
31.842	4.545	-1.894	4.549	-1.776	0.245	-0.109
31.862	4.542	-1.898	4.546	-1.780	0.245	-0.109
31.881	4.540	-1.902	4.544	-1.784	0.244	-0.108
31.901	4.537	-1.906	4.541	-1.788	0.244	-0.108
31.923	4.534	-1.911	4.541	-1.788	0.246	-0.118
31.943	4.532	-1.915	4.538	-1.793	0.245	-0.117
31.962	4.529	-1.919	4.536	-1.797	0.245	-0.117
31.983	4.526	-1.923	4.531	-1.805	0.242	-0.107
32.000	4.524	-1.926	4.528	-1.809	0.242	-0.105
32.021	4.521	-1.930	4.525	-1.813	0.241	-0.105
32.041	4.519	-1.934	4.523	-1.817	0.241	-0.105
32.060	4.516	-1.938	4.520	-1.821	0.241	-0.105
32.081	4.513	-1.942	4.517	-1.825	0.240	-0.105
32.100	4.511	-1.946	4.515	-1.829	0.240	-0.105
32.120	4.508	-1.950	4.512	-1.833	0.240	-0.105
32.140	4.505	-1.954	4.510	-1.837	0.239	-0.105
32.160	4.502	-1.958	4.507	-1.841	0.239	-0.105
32.180	4.500	-1.962	4.504	-1.845	0.238	-0.106
32.200	4.497	-1.966	4.502	-1.849	0.238	-0.106
32.221	4.494	-1.970	4.499	-1.853	0.238	-0.106
32.241	4.491	-1.974	4.496	-1.857	0.237	-0.106
32.261	4.489	-1.977	4.494	-1.861	0.237	-0.106
32.280	4.486	-1.981	4.491	-1.865	0.236	-0.106
32.300	4.483	-1.985	4.488	-1.869	0.236	-0.107
32.323	4.480	-1.989	4.486	-1.873	0.236	-0.108
32.340	4.478	-1.993	4.483	-1.877	0.235	-0.108
32.364	4.474	-1.997	4.480	-1.881	0.235	-0.109
32.380	4.472	-2.000	4.477	-1.885	0.235	-0.108
32.401	4.469	-2.004	4.475	-1.888	0.234	-0.108
32.421	4.466	-2.008	4.472	-1.892	0.234	-0.108
32.443	4.463	-2.012	4.469	-1.896	0.234	-0.109
32.461	4.461	-2.015	4.467	-1.900	0.233	-0.108
32.481	4.458	-2.019	4.464	-1.904	0.233	-0.109
32.501	4.455	-2.023	4.461	-1.907	0.232	-0.109
32.521	4.452	-2.026	4.458	-1.911	0.232	-0.109
32.540	4.449	-2.030	4.456	-1.915	0.232	-0.109
32.563	4.446	-2.034	4.453	-1.919	0.232	-0.111
32.581	4.443	-2.037	4.450	-1.922	0.231	-0.110
32.600	4.441	-2.041	4.450	-1.922	0.233	-0.119
32.621	4.438	-2.045	4.447	-1.926	0.232	-0.120
32.640	4.435	-2.048	4.444	-1.930	0.232	-0.119
32.661	4.432	-2.052	4.439	-1.937	0.230	-0.110
32.681	4.429	-2.055	4.436	-1.941	0.229	-0.109
32.702	4.426	-2.059	4.433	-1.944	0.229	-0.110
32.720	4.423	-2.062	4.430	-1.948	0.228	-0.110
32.740	4.420	-2.066	4.430	-1.948	0.230	-0.120
32.761	4.417	-2.070	4.427	-1.951	0.230	-0.120
32.780	4.414	-2.073	4.425	-1.955	0.229	-0.120
32.801	4.411	-2.077	4.422	-1.959	0.229	-0.120
32.820	4.408	-2.080	4.419	-1.962	0.229	-0.120
32.841	4.405	-2.084	4.416	-1.966	0.228	-0.120
32.860	4.402	-2.087	4.413	-1.969	0.228	-0.120
32.880	4.400	-2.090	4.410	-1.973	0.228	-0.119
32.900	4.397	-2.094	4.407	-1.976	0.227	-0.119
32.921	4.393	-2.097	4.404	-1.980	0.227	-0.119
32.941	4.390	-2.101	4.401	-1.983	0.227	-0.120
32.961	4.387	-2.104	4.398	-1.987	0.226	-0.120
32.980	4.384	-2.108	4.395	-1.990	0.226	-0.120
33.001	4.381	-2.111	4.390	-1.997	0.223	-0.111
33.020	4.378	-2.114	4.390	-1.997	0.225	-0.120
33.041	4.375	-2.118	4.384	-2.004	0.223	-0.112
33.061	4.372	-2.121	4.381	-2.007	0.222	-0.112
33.081	4.369	-2.124	4.378	-2.011	0.222	-0.113
33.100	4.366	-2.128	4.375	-2.014	0.222	-0.114
33.121	4.363	-2.131	4.372	-2.018	0.221	-0.115
33.140	4.360	-2.134	4.369	-2.021	0.221	-0.115
33.162	4.357	-2.138	4.366	-2.024	0.221	-0.117
33.181	4.354	-2.141	4.366	-2.024	0.222	-0.127
33.201	4.351	-2.144	4.363	-2.028	0.222	-0.127
33.220	4.348	-2.147	4.360	-2.031	0.222	-0.128
33.241	4.345	-2.150	4.357	-2.034	0.221	-0.128
33.260	4.342	-2.154	4.354	-2.037	0.221	-0.128
33.281	4.338	-2.157	4.351	-2.041	0.221	-0.128
33.300	4.335	-2.160	4.348	-2.044	0.220	-0.128
33.320	4.332	-2.163	4.345	-2.047	0.220	-0.128
33.340	4.329	-2.166	4.342	-2.050	0.220	-0.128
33.361	4.326	-2.169	4.339	-2.053	0.219	-0.128
33.381	4.323	-2.173	4.336	-2.057	0.219	-0.128
33.400	4.320	-2.176	4.333	-2.060	0.219	-0.128
33.420	4.316	-2.179	4.330	-2.063	0.219	-0.128
33.441	4.313	-2.182	4.327	-2.066	0.218	-0.128
33.465	4.309	-2.185	4.324	-2.069	0.218	-0.131
33.482	4.307	-2.188	4.321	-2.072	0.218	-0.129
33.500	4.304	-2.191	4.317	-2.075	0.217	-0.129
33.523	4.300	-2.194	4.314	-2.078	0.217	-0.130
33.541	4.297	-2.197	4.311	-2.081	0.217	-0.129
33.560	4.294	-2.200	4.308	-2.085	0.216	-0.129
33.581	4.291	-2.203	4.305	-2.088	0.216	-0.130
33.601	4.288	-2.206	4.302	-2.091	0.216	-0.130
33.620	4.284	-2.209	4.299	-2.094	0.215	-0.130
33.641	4.281	-2.212	4.296	-2.097	0.215	-0.131
33.661	4.278	-2.215	4.293	-2.100	0.215	-0.131
33.681	4.275	-2.218	4.289	-2.103	0.215	-0.131
33.701	4.271	-2.221	4.286	-2.105	0.214	-0.132
33.721	4.268	-2.223	4.283	-2.108	0.214	-0.132
33.740	4.265	-2.226	4.280	-2.111	0.214	-0.132
33.761	4.261	-2.229	4.277	-2.114	0.213	-0.132
33.781	4.258	-2.232	4.274	-2.117	0.213	-0.133
33.800	4.255	-2.235	4.270	-2.120	0.213	-0.133
33.822	4.251	-2.238	4.267	-2.123	0.213	-0.134
33.841	4.248	-2.240	4.264	-2.126	0.212	-0.134
33.860	4.245	-2.243	4.261	-2.129	0.212	-0.134
33.881	4.242	-2.246	4.258	-2.131	0.212	-0.135
33.901	4.238	-2.249	4.254	-2.134	0.211	-0.135
33.921	4.235	-2.251	4.251	-2.137	0.211	-0.136
33.940	4.232	-2.254	4.248	-2.140	0.211	-0.136
33.961	4.228	-2.257	4.245	-2.143	0.211	-0.136
33.981	4.225	-2.259	4.242	-2.145	0.210	-0.137
34.000	4.222	-2.262	4.238	-2.148	0.210	-0.137
34.021	4.218	-2.265	4.235	-2.151	0.210	-0.137
34.041	4.215	-2.267	4.232	-2.153	0.210	-0.138
34.062	4.211	-2.270	4.229	-2.156	0.209	-0.139
34.081	4.208	-2.273	4.225	-2.159	0.209	-0.138
34.100	4.205	-2.275	4.222	-2.161	0.209	-0.138
34.123	4.201	-2.278	4.219	-2.164	0.209	-0.140
34.140	4.198	-2.280	4.219	-2.164	0.210	-0.150
34.160	4.194	-2.283	4.216	-2.167	0.210	-0.150
34.181	4.191	-2.286	4.212	-2.169	0.210	-0.151
34.200	4.188	-2.288	4.209	-2.172	0.209	-0.151
34.221	4.184	-2.291	4.206	-2.174	0.209	-0.151
34.241	4.181	-2.293	4.202	-2.177	0.209	-0.150
34.261	4.177	-2.296	4.199	-2.179	0.209	-0.150
34.281	4.174	-2.298	4.196	-2.182	0.208	-0.149
34.300	4.170	-2.301	4.192	-2.185	0.208	-0.149
34.321	4.167	-2.303	4.189	-2.187	0.208	-0.149
34.341	4.163	-2.306	4.185	-2.190	0.208	-0.149
34.361	4.160	-2.308	4.182	-2.192	0.207	-0.149
34.380	4.156	-2.310	4.179	-2.194	0.207	-0.149
34.400	4.153	-2.313	4.175	-2.197	0.207	-0.149
34.421	4.149	-2.315	4.172	-2.199	0.207	-0.149
34.441	4.146	-2.317	4.169	-2.202	0.206	-0.149
34.461	4.142	-2.320	4.165	-2.204	0.206	-0.149
34.480	4.139	-2.322	4.162	-2.207	0.206	-0.149
34.500	4.135	-2.324	4.158	-2.209	0.206	-0.149
34.521	4.132	-2.327	4.155	-2.211	0.205	-0.150
34.541	4.128	-2.329	4.151	-2.214	0.205	-0.150
34.561	4.125	-2.331	4.148	-2.216	0.205	-0.150
34.580	4.121	-2.334	4.145	-2.218	0.205	-0.150
34.600	4.118	-2.336	4.141	-2.221	0.205	-0.150
34.620	4.114	-2.338	4.138	-2.223	0.204	-0.151
34.641	4.110	-2.340	4.134	-2.225	0.204	-0.151
34.661	4.107	-2.343	4.131	-2.227	0.204	-0.151
34.680	4.103	-2.345	4.127	-2.230	0.204	-0.151
34.702	4.099	-2.347	4.124	-2.232	0.204	-0.152
34.720	4.096	-2.349	4.121	-2.234	0.203	-0.152
34.740	4.093	-2.351	4.117	-2.236	0.203	-0.152
34.761	4.089	-2.353	4.114	-2.239	0.203	-0.153
34.780	4.085	-2.355	4.114	-2.239	0.204	-0.164
34.801	4.081	-2.358	4.110	-2.241	0.204	-0.165
34.821	4.078	-2.360	4.107	-2.243	0.204	-0.165
34.842	4.074	-2.362	4.103	-2.245	0.204	-0.166
34.861	4.071	-2.364	4.100	-2.247	0.204	-0.165
34.880	4.067	-2.366	4.096	-2.249	0.204	-0.164
34.901	4.063	-2.368	4.092	-2.251	0.203	-0.163
34.921	4.060	-2.370	4.089	-2.253	0.203	-0.163
34.940	4.056	-2.372	4.085	-2.255	0.203	-0.163
34.961	4.052	-2.374	4.082	-2.257	0.203	-0.162
34.981	4.049	-2.376	4.078	-2.259	0.203	-0.162
35.001	4.045	-2.378	4.075	-2.261	0.203	-0.162
35.020	4.041	-2.380	4.071	-2.263	0.202	-0.162
35.040	4.038	-2.382	4.067	-2.265	0.202	-0.161
35.061	4.034	-2.383	4.064	-2.267	0.202	-0.161
35.081	4.030	-2.385	4.060	-2.269	0.202	-0.162
35.101	4.026	-2.387	4.057	-2.271	0.202	-0.162
35.121	4.023	-2.389	4.053	-2.273	0.201	-0.161
35.143	4.019	-2.391	4.049	-2.275	0.202	-0.162
35.160	4.015	-2.393	4.049	-2.275	0.203	-0.173
35.183	4.011	-2.395	4.046	-2.277	0.203	-0.175
35.201	4.008	-2.396	4.042	-2.279	0.203	-0.173
35.220	4.004	-2.398	4.038	-2.281	0.202	-0.172
35.240	4.000	-2.400	4.035	-2.283	0.202	-0.171
35.261	3.996	-2.402	4.031	-2.284	0.202	-0.171
35.281	3.993	-2.403	4.027	-2.286	0.202	-0.170
35.301	3.989	-2.405	4.020	-2.290	0.200	-0.157
35.321	3.985	-2.407	4.020	-2.290	0.202	-0.169
35.342	3.981	-2.409	4.016	-2.291	0.202	-0.170
35.361	3.977	-2.410	4.013	-2.293	0.201	-0.169
35.381	3.974	-2.412	4.009	-2.295	0.201	-0.169
35.401	3.970	-2.414	4.005	-2.297	0.201	-0.169
35.420	3.966	-2.415	4.002	-2.298	0.201	-0.169
35.441	3.962	-2.417	3.998	-2.300	0.201	-0.169
35.461	3.958	-2.418	3.994	-2.302	0.201	-0.168
35.480	3.955	-2.420	3.990	-2.303	0.201	-0.168
35.502	3.950	-2.422	3.987	-2.305	0.201	-0.169
35.520	3.947	-2.423	3.983	-2.307	0.200	-0.168
35.542	3.943	-2.425	3.979	-2.308	0.201	-0.168
35.561	3.939	-2.426	3.975	-2.310	0.200	-0.168
35.580	3.935	-2.428	3.972	-2.312	0.200	-0.168
35.602	3.931	-2.429	3.968	-2.313	0.200	-0.169
35.621	3.927	-2.431	3.964	-2.315	0.200	-0.168
35.640	3.924	-2.432	3.960	-2.316	0.200	-0.168
35.661	3.920	-2.434	3.957	-2.318	0.200	-0.169
35.681	3.916	-2.435	3.953	-2.319	0.200	-0.169
35.701	3.912	-2.436	3.949	-2.321	0.200	-0.169
35.722	3.908	-2.438	3.945	-2.322	0.200	-0.170
35.740	3.904	-2.439	3.942	-2.324	0.199	-0.169
35.760	3.900	-2.441	3.938	-2.325	0.199	-0.169
35.781	3.896	-2.442	3.934	-2.327	0.199	-0.169
35.801	3.892	-2.443	3.930	-2.328	0.199	-0.170
35.821	3.888	-2.445	3.927	-2.330	0.199	-0.170
35.841	3.884	-2.446	3.923	-2.331	0.199	-0.170
35.861	3.880	-2.447	3.919	-2.332	0.199	-0.170
35.882	3.876	-2.448	3.915	-2.334	0.199	-0.171
35.901	3.872	-2.450	3.911	-2.335	0.199	-0.171
35.921	3.868	-2.451	3.907	-2.337	0.199	-0.171
35.941	3.864	-2.452	3.904	-2.338	0.199	-0.171
35.961	3.860	-2.453	3.900	-2.339	0.199	-0.171
35.981	3.856	-2.455	3.896	-2.340	0.199	-0.171
36.002	3.852	-2.456	3.892	-2.342	0.199	-0.173
36.020	3.849	-2.457	3.888	-2.343	0.199	-0.172
36.040	3.844	-2.458	3.885	-2.344	0.199	-0.173
36.060	3.840	-2.459	3.881	-2.346	0.199	-0.173
36.081	3.836	-2.460	3.877	-2.347	0.199	-0.174
36.101	3.832	-2.461	3.873	-2.348	0.199	-0.174
36.121	3.828	-2.463	3.873	-2.348	0.200	-0.188
36.140	3.824	-2.464	3.869	-2.349	0.200	-0.188
36.161	3.820	-2.465	3.865	-2.350	0.200	-0.188
36.180	3.816	-2.466	3.861	-2.352	0.200	-0.188
36.202	3.812	-2.467	3.857	-2.353	0.200	-0.189
36.220	3.808	-2.468	3.854	-2.354	0.200	-0.187
36.241	3.804	-2.469	3.850	-2.355	0.200	-0.187
36.260	3.800	-2.470	3.846	-2.356	0.200	-0.187
36.280	3.796	-2.471	3.842	-2.357	0.200	-0.187
36.300	3.792	-2.472	3.838	-2.358	0.200	-0.186
36.321	3.788	-2.473	3.834	-2.359	0.200	-0.186
36.342	3.783	-2.474	3.830	-2.360	0.200	-0.187
36.360	3.779	-2.474	3.826	-2.361	0.200	-0.186
36.381	3.775	-2.475	3.822	-2.362	0.200	-0.186
36.400	3.771	-2.476	3.818	-2.363	0.200	-0.186
36.421	3.767	-2.477	3.814	-2.364	0.200	-0.186
36.441	3.763	-2.478	3.810	-2.365	0.200	-0.185
36.460	3.759	-2.479	3.806	-2.366	0.200	-0.185
36.480	3.755	-2.480	3.802	-2.367	0.201	-0.185
36.500	3.750	-2.480	3.798	-2.368	0.201	-0.185
36.521	3.746	-2.481	3.794	-2.369	0.201	-0.185
36.541	3.742	-2.482	3.790	-2.370	0.201	-0.185
36.561	3.738	-2.483	3.786	-2.371	0.201	-0.185
36.580	3.734	-2.483	3.782	-2.372	0.201	-0.185
36.601	3.730	-2.484	3.778	-2.372	0.201	-0.185
36.620	3.725	-2.485	3.774	-2.373	0.201	-0.185
36.642	3.721	-2.485	3.770	-2.374	0.201	-0.186
36.660	3.717	-2.486	3.766	-2.375	0.201	-0.185
36.681	3.713	-2.487	3.762	-2.376	0.201	-0.185
36.700	3.709	-2.487	3.758	-2.376	0.201	-0.185
36.720	3.704	-2.488	3.754	-2.377	0.201	-0.185
36.741	3.700	-2.489	3.750	-2.378	0.202	-0.185
36.761	3.696	-2.489	3.746	-2.379	0.202	-0.185
36.783	3.691	-2.490	3.742	-2.379	0.202	-0.187
36.800	3.687	-2.490	3.738	-2.380	0.202	-0.185
36.821	3.683	-2.491	3.734	-2.381	0.202	-0.185
36.841	3.679	-2.491	3.730	-2.381	0.202	-0.185
36.861	3.675	-2.492	3.726	-2.382	0.202	-0.186
36.880	3.670	-2.492	3.726	-2.382	0.204	-0.199
36.901	3.666	-2.493	3.718	-2.383	0.202	-0.185
36.921	3.662	-2.493	3.718	-2.383	0.204	-0.198
36.942	3.657	-2.494	3.714	-2.384	0.204	-0.199
36.961	3.653	-2.494	3.710	-2.384	0.204	-0.197
36.980	3.649	-2.495	3.706	-2.385	0.204	-0.196
37.002	3.644	-2.495	3.702	-2.385	0.205	-0.196
37.020	3.640	-2.495	3.697	-2.386	0.205	-0.194
37.041	3.636	-2.496	3.693	-2.386	0.205	-0.193
37.061	3.632	-2.496	3.689	-2.387	0.205	-0.192
37.083	3.627	-2.497	3.685	-2.387	0.205	-0.193
37.101	3.623	-2.497	3.681	-2.388	0.205	-0.191
37.123	3.618	-2.497	3.677	-2.388	0.206	-0.192
37.140	3.614	-2.497	3.673	-2.389	0.206	-0.190
37.161	3.610	-2.498	3.668	-2.389	0.206	-0.191
