Tiempo	Error_X	Error_Y	Pos_Xd	Pos_Yd	Xdp	Ydp
0.031	0.010	0.010	0.000	0.000	0.274	3.185
0.041	0.013	0.013	-0.009	0.007	0.280	3.154
0.060	0.019	0.019	-0.009	0.007	0.283	3.182
0.081	0.025	0.025	-0.008	0.007	0.286	3.207
0.100	0.032	0.032	-0.008	0.008	0.289	3.224
0.120	0.038	0.038	-0.006	0.009	0.293	3.235
0.140	0.044	0.044	-0.004	0.010	0.296	3.238
0.161	0.050	0.050	-0.002	0.012	0.300	3.235
0.180	0.057	0.057	0.001	0.014	0.305	3.223
0.201	0.063	0.063	0.004	0.016	0.309	3.205
0.220	0.069	0.069	0.009	0.019	0.314	3.179
0.240	0.076	0.076	0.013	0.023	0.319	3.146
0.261	0.082	0.082	0.019	0.027	0.323	3.105
0.280	0.088	0.088	0.025	0.031	0.328	3.056
0.300	0.094	0.094	0.031	0.036	0.334	2.998
0.321	0.101	0.101	0.038	0.041	0.339	2.933
0.340	0.107	0.107	0.046	0.047	0.344	2.860
0.361	0.113	0.113	0.054	0.053	0.349	2.780
0.380	0.120	0.119	0.063	0.060	0.354	2.691
0.400	0.126	0.126	0.072	0.068	0.358	2.594
0.421	0.132	0.132	0.082	0.076	0.363	2.490
0.441	0.138	0.138	0.092	0.085	0.367	2.379
0.461	0.145	0.145	0.103	0.094	0.371	2.261
0.481	0.151	0.151	0.114	0.105	0.374	2.135
0.501	0.157	0.157	0.125	0.116	0.377	2.008
0.521	0.164	0.163	0.136	0.126	0.379	1.884
0.540	0.170	0.170	0.145	0.137	0.382	1.763
0.560	0.176	0.176	0.155	0.147	0.384	1.647
0.580	0.182	0.182	0.163	0.158	0.386	1.534
0.600	0.189	0.188	0.171	0.168	0.388	1.424
0.620	0.195	0.195	0.179	0.177	0.389	1.318
0.640	0.201	0.201	0.186	0.187	0.391	1.215
0.661	0.207	0.207	0.193	0.196	0.393	1.115
0.681	0.214	0.214	0.198	0.205	0.394	1.016
0.701	0.220	0.220	0.204	0.214	0.396	0.918
0.721	0.226	0.226	0.209	0.223	0.397	0.823
0.741	0.233	0.232	0.213	0.231	0.399	0.730
0.761	0.239	0.239	0.217	0.239	0.400	0.639
0.781	0.245	0.245	0.221	0.247	0.402	0.556
0.801	0.251	0.251	0.226	0.255	0.402	0.484
0.820	0.258	0.257	0.231	0.262	0.403	0.422
0.841	0.264	0.264	0.236	0.269	0.404	0.369
0.860	0.270	0.270	0.241	0.276	0.404	0.319
0.881	0.276	0.276	0.246	0.283	0.405	0.277
0.900	0.283	0.282	0.251	0.289	0.405	0.241
0.920	0.289	0.289	0.256	0.296	0.405	0.209
0.941	0.295	0.295	0.262	0.302	0.406	0.183
0.961	0.302	0.301	0.267	0.308	0.406	0.159
0.980	0.308	0.307	0.273	0.315	0.406	0.140
1.001	0.314	0.313	0.278	0.321	0.406	0.123
1.020	0.320	0.320	0.284	0.327	0.406	0.108
1.041	0.327	0.326	0.290	0.332	0.407	0.096
1.061	0.333	0.332	0.296	0.338	0.407	0.085
1.080	0.339	0.338	0.301	0.344	0.407	0.075
1.100	0.345	0.345	0.307	0.350	0.407	0.067
1.121	0.352	0.351	0.313	0.356	0.408	0.059
1.140	0.358	0.357	0.319	0.362	0.408	0.053
1.160	0.364	0.363	0.325	0.367	0.408	0.048
1.180	0.371	0.369	0.331	0.373	0.408	0.043
1.200	0.377	0.376	0.337	0.379	0.408	0.038
1.220	0.383	0.382	0.342	0.384	0.408	0.035
1.241	0.389	0.388	0.348	0.390	0.409	0.031
1.261	0.396	0.394	0.354	0.396	0.409	0.028
1.281	0.402	0.401	0.360	0.402	0.409	0.026
1.300	0.408	0.407	0.366	0.407	0.409	0.023
1.321	0.414	0.413	0.372	0.413	0.409	0.021
1.341	0.421	0.419	0.378	0.419	0.409	0.019
1.361	0.427	0.425	0.384	0.424	0.409	0.017
1.380	0.433	0.432	0.390	0.430	0.410	0.016
1.401	0.439	0.438	0.396	0.436	0.410	0.014
1.421	0.446	0.444	0.402	0.441	0.410	0.013
1.440	0.452	0.450	0.408	0.447	0.410	0.012
1.461	0.458	0.456	0.414	0.453	0.410	0.011
1.481	0.465	0.463	0.420	0.458	0.410	0.010
1.501	0.471	0.469	0.426	0.464	0.410	0.009
1.520	0.477	0.475	0.432	0.470	0.410	0.009
1.540	0.483	0.481	0.438	0.475	0.410	0.008
1.561	0.489	0.487	0.444	0.481	0.411	0.008
1.581	0.496	0.493	0.450	0.486	0.411	0.007
1.601	0.502	0.499	0.456	0.492	0.411	0.007
1.620	0.508	0.506	0.462	0.498	0.411	0.007
1.640	0.514	0.512	0.468	0.503	0.411	0.007
1.661	0.521	0.518	0.474	0.509	0.411	0.006
1.681	0.527	0.524	0.481	0.515	0.411	0.006
1.700	0.533	0.530	0.487	0.520	0.411	0.006
1.720	0.539	0.536	0.493	0.526	0.411	0.006
1.741	0.546	0.542	0.499	0.532	0.411	0.005
1.760	0.552	0.549	0.505	0.537	0.411	0.005
1.780	0.558	0.555	0.511	0.543	0.411	0.005
1.801	0.564	0.561	0.517	0.549	0.412	0.005
1.821	0.571	0.567	0.523	0.554	0.412	0.005
1.840	0.577	0.573	0.529	0.560	0.412	0.004
1.860	0.583	0.579	0.535	0.566	0.412	0.004
1.880	0.589	0.585	0.541	0.571	0.412	0.004
1.900	0.596	0.591	0.547	0.577	0.412	0.004
1.920	0.602	0.597	0.553	0.583	0.412	0.004
3.061	0.956	0.938	0.576	0.609	0.605	-0.162
3.081	0.962	0.944	0.576	0.609	0.608	-0.164
3.100	0.968	0.950	0.577	0.610	0.611	-0.165
3.121	0.974	0.955	0.578	0.611	0.614	-0.165
3.140	0.980	0.961	0.581	0.614	0.616	-0.165
3.161	0.986	0.967	0.585	0.617	0.617	-0.163
3.180	0.993	0.973	0.590	0.622	0.618	-0.160
3.201	0.999	0.979	0.596	0.627	0.618	-0.155
3.220	1.005	0.984	0.603	0.634	0.617	-0.149
3.241	1.011	0.990	0.611	0.641	0.616	-0.142
3.260	1.017	0.996	0.620	0.649	0.614	-0.128
3.280	1.023	1.002	0.629	0.657	0.612	-0.106
3.300	1.029	1.007	0.639	0.665	0.610	-0.088
3.321	1.036	1.013	0.648	0.673	0.608	-0.071
3.341	1.042	1.019	0.657	0.681	0.606	-0.058
3.361	1.048	1.025	0.667	0.689	0.604	-0.048
3.380	1.054	1.030	0.676	0.697	0.602	-0.040
3.400	1.060	1.036	0.685	0.705	0.600	-0.033
3.420	1.066	1.042	0.694	0.713	0.598	-0.028
3.441	1.072	1.048	0.703	0.721	0.596	-0.024
3.460	1.079	1.053	0.712	0.729	0.594	-0.021
3.480	1.085	1.059	0.721	0.737	0.592	-0.019
3.501	1.091	1.065	0.730	0.745	0.590	-0.017
3.521	1.097	1.070	0.739	0.753	0.588	-0.015
3.540	1.103	1.076	0.747	0.761	0.586	-0.014
3.560	1.109	1.082	0.756	0.769	0.584	-0.013
3.581	1.115	1.087	0.765	0.777	0.582	-0.012
3.601	1.122	1.093	0.774	0.785	0.581	-0.012
3.621	1.128	1.099	0.782	0.793	0.579	-0.011
3.641	1.134	1.104	0.791	0.801	0.577	-0.011
3.660	1.140	1.110	0.800	0.808	0.575	-0.011
3.680	1.146	1.115	0.808	0.816	0.573	-0.011
3.701	1.152	1.121	0.817	0.824	0.572	-0.012
3.721	1.158	1.127	0.826	0.832	0.570	-0.012
3.741	1.164	1.132	0.834	0.839	0.568	-0.012
3.760	1.170	1.138	0.843	0.847	0.566	-0.012
3.781	1.177	1.144	0.851	0.855	0.565	-0.012
3.800	1.183	1.149	0.860	0.862	0.563	-0.013
3.821	1.189	1.155	0.868	0.870	0.561	-0.013
3.840	1.195	1.160	0.877	0.878	0.559	-0.013
3.860	1.201	1.166	0.885	0.885	0.558	-0.013
3.881	1.207	1.171	0.894	0.893	0.556	-0.013
3.901	1.213	1.177	0.902	0.900	0.554	-0.013
3.921	1.219	1.182	0.910	0.908	0.553	-0.014
3.940	1.225	1.188	0.919	0.915	0.551	-0.014
3.961	1.231	1.194	0.927	0.923	0.549	-0.014
3.980	1.238	1.199	0.935	0.930	0.548	-0.014
4.000	1.244	1.205	0.943	0.937	0.546	-0.014
4.020	1.250	1.210	0.952	0.945	0.545	-0.015
4.041	1.256	1.216	0.960	0.952	0.543	-0.015
4.060	1.262	1.221	0.968	0.959	0.541	-0.015
4.081	1.268	1.226	0.976	0.967	0.540	-0.015
4.100	1.274	1.232	0.984	0.974	0.538	-0.015
4.121	1.280	1.237	0.993	0.981	0.537	-0.015
4.141	1.286	1.243	1.001	0.988	0.535	-0.015
4.161	1.292	1.248	1.009	0.996	0.534	-0.015
4.180	1.298	1.254	1.017	1.003	0.532	-0.015
4.200	1.304	1.259	1.025	1.010	0.531	-0.015
4.220	1.310	1.265	1.033	1.017	0.529	-0.015
4.240	1.316	1.270	1.041	1.024	0.527	-0.015
4.261	1.323	1.275	1.049	1.031	0.526	-0.015
4.280	1.329	1.281	1.057	1.038	0.525	-0.015
4.301	1.335	1.286	1.065	1.045	0.523	-0.015
4.320	1.341	1.292	1.073	1.052	0.522	-0.015
4.340	1.347	1.297	1.081	1.059	0.520	-0.015
4.361	1.353	1.302	1.089	1.066	0.519	-0.015
4.380	1.359	1.308	1.096	1.073	0.517	-0.015
4.400	1.365	1.313	1.104	1.080	0.516	-0.015
4.420	1.371	1.318	1.112	1.087	0.514	-0.015
4.440	1.377	1.324	1.120	1.094	0.513	-0.015
4.460	1.383	1.329	1.128	1.100	0.512	-0.016
4.480	1.389	1.334	1.136	1.107	0.510	-0.016
4.500	1.395	1.340	1.143	1.114	0.509	-0.017
4.521	1.401	1.345	1.151	1.121	0.508	-0.017
4.540	1.407	1.350	1.159	1.128	0.506	-0.017
4.560	1.413	1.355	1.166	1.134	0.505	-0.018
4.580	1.419	1.361	1.174	1.141	0.503	-0.018
4.600	1.425	1.366	1.182	1.148	0.502	-0.018
4.620	1.431	1.371	1.189	1.154	0.501	-0.018
4.640	1.437	1.377	1.197	1.161	0.499	-0.019
4.661	1.443	1.382	1.205	1.168	0.498	-0.019
4.681	1.449	1.387	1.212	1.174	0.497	-0.019
4.701	1.455	1.392	1.220	1.181	0.496	-0.019
4.721	1.461	1.398	1.228	1.187	0.494	-0.019
4.741	1.467	1.403	1.235	1.194	0.493	-0.020
4.762	1.474	1.408	1.243	1.200	0.492	-0.020
4.781	1.480	1.413	1.250	1.207	0.490	-0.020
4.801	1.486	1.419	1.258	1.213	0.489	-0.020
4.821	1.492	1.424	1.265	1.220	0.488	-0.020
4.842	1.498	1.429	1.273	1.226	0.487	-0.021
4.861	1.503	1.434	1.273	1.226	0.490	-0.024
4.881	1.509	1.439	1.280	1.233	0.488	-0.024
4.900	1.515	1.444	1.288	1.239	0.487	-0.024
4.921	1.521	1.449	1.295	1.245	0.486	-0.024
4.940	1.527	1.454	1.303	1.252	0.485	-0.023
4.961	1.533	1.459	1.310	1.258	0.483	-0.023
4.980	1.539	1.464	1.318	1.264	0.482	-0.023
5.001	1.545	1.470	1.325	1.271	0.481	-0.023
5.020	1.551	1.475	1.332	1.277	0.479	-0.023
5.041	1.557	1.480	1.340	1.283	0.478	-0.023
5.060	1.563	1.485	1.347	1.290	0.477	-0.023
5.081	1.569	1.490	1.355	1.296	0.476	-0.023
5.100	1.575	1.495	1.362	1.302	0.475	-0.024
5.121	1.581	1.500	1.369	1.308	0.473	-0.024
5.140	1.587	1.505	1.377	1.314	0.472	-0.024
5.161	1.593	1.510	1.384	1.321	0.471	-0.024
5.181	1.599	1.515	1.391	1.327	0.470	-0.024
5.201	1.605	1.520	1.398	1.333	0.469	-0.024
5.220	1.611	1.525	1.406	1.339	0.467	-0.024
5.241	1.617	1.530	1.413	1.345	0.466	-0.025
5.261	1.623	1.535	1.420	1.351	0.465	-0.025
5.280	1.629	1.540	1.427	1.357	0.464	-0.025
5.300	1.635	1.545	1.434	1.363	0.463	-0.025
5.320	1.641	1.550	1.442	1.369	0.462	-0.025
5.341	1.646	1.555	1.449	1.375	0.460	-0.026
5.360	1.652	1.560	1.456	1.381	0.459	-0.026
5.380	1.658	1.564	1.463	1.387	0.458	-0.026
5.401	1.664	1.569	1.470	1.393	0.457	-0.026
5.420	1.670	1.574	1.477	1.399	0.456	-0.026
5.441	1.676	1.579	1.484	1.405	0.455	-0.026
5.461	1.682	1.584	1.491	1.410	0.454	-0.027
5.481	1.688	1.589	1.499	1.416	0.453	-0.027
5.501	1.694	1.594	1.506	1.422	0.452	-0.027
5.521	1.700	1.599	1.513	1.428	0.450	-0.027
5.541	1.706	1.603	1.520	1.434	0.449	-0.027
5.561	1.712	1.608	1.527	1.439	0.448	-0.028
5.581	1.718	1.613	1.534	1.445	0.447	-0.028
5.601	1.723	1.618	1.541	1.451	0.446	-0.028
5.620	1.729	1.623	1.548	1.457	0.445	-0.028
5.641	1.735	1.627	1.555	1.462	0.444	-0.028
5.660	1.741	1.632	1.562	1.468	0.443	-0.029
5.681	1.747	1.637	1.569	1.474	0.442	-0.029
5.700	1.753	1.642	1.575	1.479	0.441	-0.029
5.721	1.759	1.646	1.582	1.485	0.440	-0.029
5.741	1.765	1.651	1.589	1.490	0.439	-0.029
5.760	1.770	1.656	1.596	1.496	0.438	-0.030
5.780	1.776	1.660	1.603	1.502	0.437	-0.030
5.801	1.782	1.665	1.610	1.507	0.436	-0.030
5.821	1.788	1.670	1.617	1.513	0.435	-0.030
5.840	1.794	1.674	1.624	1.518	0.434	-0.030
5.861	1.800	1.679	1.630	1.524	0.433	-0.031
5.880	1.806	1.684	1.637	1.529	0.432	-0.031
5.900	1.812	1.688	1.644	1.535	0.430	-0.031
5.921	1.817	1.693	1.651	1.540	0.430	-0.031
5.941	1.823	1.698	1.658	1.545	0.429	-0.032
5.960	1.829	1.702	1.664	1.551	0.427	-0.032
5.980	1.835	1.707	1.671	1.556	0.427	-0.032
6.000	1.841	1.711	1.678	1.561	0.426	-0.032
6.021	1.847	1.716	1.685	1.567	0.425	-0.032
6.040	1.852	1.721	1.691	1.572	0.424	-0.033
6.061	1.858	1.725	1.698	1.577	0.423	-0.033
6.081	1.864	1.730	1.705	1.583	0.422	-0.033
6.100	1.870	1.734	1.712	1.588	0.421	-0.033
6.121	1.876	1.739	1.718	1.593	0.420	-0.033
6.140	1.882	1.743	1.725	1.598	0.419	-0.034
6.160	1.887	1.748	1.732	1.604	0.418	-0.034
6.180	1.893	1.752	1.738	1.609	0.417	-0.034
6.200	1.899	1.757	1.745	1.614	0.416	-0.034
6.221	1.905	1.761	1.751	1.619	0.415	-0.034
6.241	1.911	1.766	1.758	1.624	0.414	-0.035
6.260	1.916	1.770	1.765	1.629	0.413	-0.035
6.280	1.922	1.775	1.771	1.635	0.412	-0.035
6.301	1.928	1.779	1.778	1.640	0.411	-0.035
6.320	1.934	1.783	1.784	1.645	0.410	-0.036
6.341	1.940	1.788	1.791	1.650	0.409	-0.036
6.360	1.945	1.792	1.798	1.655	0.408	-0.036
6.381	1.951	1.797	1.804	1.660	0.407	-0.036
6.400	1.957	1.801	1.811	1.665	0.407	-0.036
6.420	1.963	1.805	1.817	1.670	0.406	-0.037
6.441	1.969	1.810	1.824	1.675	0.405	-0.037
6.460	1.974	1.814	1.824	1.675	0.407	-0.041
6.481	1.980	1.818	1.837	1.685	0.403	-0.038
6.501	1.986	1.823	1.843	1.690	0.402	-0.037
6.521	1.992	1.827	1.850	1.694	0.401	-0.037
6.541	1.998	1.831	1.856	1.699	0.400	-0.037
6.561	2.003	1.835	1.863	1.704	0.399	-0.037
6.580	2.009	1.840	1.869	1.709	0.398	-0.037
6.600	2.015	1.844	1.876	1.714	0.398	-0.037
6.621	2.021	1.848	1.882	1.719	0.397	-0.037
6.641	2.026	1.852	1.888	1.723	0.396	-0.037
6.661	2.032	1.857	1.895	1.728	0.395	-0.037
6.682	2.038	1.861	1.901	1.733	0.394	-0.038
6.701	2.044	1.865	1.908	1.738	0.393	-0.038
6.721	2.049	1.869	1.914	1.742	0.392	-0.038
6.742	2.055	1.874	1.920	1.747	0.392	-0.038
6.763	2.061	1.878	1.927	1.752	0.391	-0.039
6.781	2.067	1.882	1.933	1.756	0.390	-0.039
6.801	2.072	1.886	1.933	1.756	0.392	-0.043
6.820	2.078	1.890	1.939	1.761	0.392	-0.043
6.841	2.083	1.894	1.946	1.766	0.391	-0.044
6.860	2.089	1.898	1.952	1.770	0.390	-0.043
6.880	2.095	1.902	1.958	1.775	0.389	-0.043
6.900	2.101	1.906	1.965	1.780	0.388	-0.043
6.920	2.106	1.910	1.971	1.784	0.387	-0.043
6.941	2.112	1.914	1.977	1.789	0.386	-0.043
6.961	2.118	1.918	1.984	1.793	0.385	-0.043
6.981	2.123	1.922	1.990	1.798	0.385	-0.044
7.001	2.129	1.926	1.996	1.802	0.384	-0.044
7.021	2.135	1.930	2.003	1.807	0.383	-0.044
7.041	2.140	1.934	2.009	1.811	0.382	-0.044
7.061	2.146	1.938	2.015	1.816	0.381	-0.045
7.081	2.152	1.942	2.022	1.820	0.380	-0.045
7.100	2.157	1.946	2.028	1.825	0.379	-0.045
7.120	2.163	1.950	2.034	1.829	0.379	-0.045
7.140	2.169	1.954	2.040	1.834	0.378	-0.046
7.160	2.174	1.958	2.047	1.838	0.377	-0.046
7.181	2.180	1.962	2.053	1.842	0.376	-0.046
7.201	2.186	1.966	2.059	1.847	0.375	-0.046
7.220	2.191	1.970	2.065	1.851	0.374	-0.046
7.241	2.197	1.974	2.071	1.855	0.374	-0.047
7.261	2.203	1.977	2.078	1.860	0.373	-0.047
7.281	2.208	1.981	2.084	1.864	0.372	-0.047
7.300	2.214	1.985	2.090	1.868	0.371	-0.047
7.321	2.220	1.989	2.096	1.873	0.370	-0.048
7.340	2.225	1.993	2.102	1.877	0.369	-0.048
7.361	2.231	1.996	2.108	1.881	0.369	-0.048
7.380	2.236	2.000	2.115	1.885	0.368	-0.048
7.401	2.242	2.004	2.121	1.890	0.367	-0.049
7.421	2.248	2.008	2.127	1.894	0.366	-0.049
7.441	2.253	2.012	2.133	1.898	0.365	-0.049
7.460	2.259	2.015	2.139	1.902	0.365	-0.049
7.481	2.265	2.019	2.145	1.906	0.364	-0.050
7.500	2.270	2.023	2.151	1.910	0.363	-0.050
7.521	2.276	2.026	2.157	1.914	0.362	-0.050
7.541	2.281	2.030	2.163	1.918	0.361	-0.050
7.561	2.287	2.034	2.169	1.922	0.361	-0.051
7.580	2.292	2.037	2.175	1.927	0.360	-0.051
7.601	2.298	2.041	2.181	1.931	0.359	-0.051
7.621	2.304	2.045	2.188	1.935	0.358	-0.052
7.640	2.309	2.048	2.194	1.939	0.357	-0.052
7.660	2.315	2.052	2.200	1.943	0.357	-0.052
7.681	2.320	2.055	2.206	1.947	0.356	-0.052
7.700	2.326	2.059	2.212	1.950	0.355	-0.052
7.721	2.331	2.062	2.218	1.954	0.354	-0.053
7.740	2.337	2.066	2.224	1.958	0.354	-0.053
7.761	2.343	2.070	2.230	1.962	0.353	-0.053
7.781	2.348	2.073	2.235	1.966	0.352	-0.054
7.801	2.354	2.077	2.241	1.970	0.351	-0.054
7.820	2.359	2.080	2.247	1.974	0.350	-0.054
7.841	2.365	2.084	2.253	1.978	0.350	-0.054
7.860	2.370	2.087	2.259	1.981	0.349	-0.055
7.881	2.376	2.091	2.265	1.985	0.348	-0.055
7.900	2.381	2.094	2.271	1.989	0.347	-0.055
7.920	2.387	2.097	2.277	1.993	0.347	-0.055
7.940	2.392	2.101	2.283	1.997	0.346	-0.056
7.961	2.398	2.104	2.289	2.000	0.345	-0.056
7.981	2.404	2.108	2.295	2.004	0.344	-0.056
8.001	2.409	2.111	2.301	2.008	0.344	-0.056
8.020	2.414	2.114	2.307	2.011	0.343	-0.057
8.041	2.420	2.118	2.312	2.015	0.342	-0.057
8.060	2.425	2.121	2.318	2.019	0.341	-0.057
8.081	2.431	2.124	2.324	2.022	0.341	-0.057
8.101	2.436	2.128	2.330	2.026	0.340	-0.058
8.120	2.442	2.131	2.336	2.030	0.339	-0.058
8.141	2.447	2.134	2.342	2.033	0.338	-0.058
8.161	2.453	2.137	2.347	2.037	0.338	-0.059
8.180	2.458	2.141	2.353	2.040	0.337	-0.059
8.201	2.464	2.144	2.359	2.044	0.336	-0.059
8.220	2.469	2.147	2.365	2.047	0.336	-0.059
8.240	2.475	2.150	2.371	2.051	0.335	-0.059
8.260	2.480	2.154	2.377	2.054	0.334	-0.060
8.281	2.486	2.157	2.382	2.058	0.333	-0.060
8.300	2.491	2.160	2.388	2.061	0.333	-0.060
8.321	2.497	2.163	2.394	2.065	0.332	-0.060
8.341	2.502	2.166	2.400	2.068	0.331	-0.061
8.361	2.507	2.169	2.405	2.071	0.330	-0.061
8.381	2.513	2.172	2.411	2.075	0.330	-0.061
8.401	2.518	2.176	2.417	2.078	0.329	-0.061
8.421	2.524	2.179	2.423	2.082	0.328	-0.062
8.440	2.529	2.182	2.428	2.085	0.328	-0.062
8.461	2.535	2.185	2.434	2.088	0.327	-0.062
8.481	2.540	2.188	2.440	2.092	0.326	-0.062
8.500	2.545	2.191	2.445	2.095	0.325	-0.063
8.521	2.551	2.194	2.451	2.098	0.325	-0.063
8.540	2.556	2.197	2.457	2.101	0.324	-0.063
8.560	2.562	2.200	2.462	2.105	0.323	-0.063
8.581	2.567	2.203	2.468	2.108	0.323	-0.064
8.600	2.572	2.206	2.474	2.111	0.322	-0.064
8.621	2.578	2.209	2.479	2.114	0.321	-0.064
8.640	2.583	2.212	2.485	2.117	0.321	-0.065
8.660	2.588	2.215	2.491	2.121	0.320	-0.065
8.681	2.594	2.218	2.496	2.124	0.319	-0.065
8.700	2.599	2.220	2.502	2.127	0.318	-0.065
8.720	2.605	2.223	2.508	2.130	0.318	-0.066
8.740	2.610	2.226	2.513	2.133	0.317	-0.066
8.760	2.615	2.229	2.519	2.136	0.316	-0.066
8.780	2.621	2.232	2.525	2.139	0.316	-0.067
8.800	2.626	2.235	2.530	2.142	0.315	-0.067
8.820	2.631	2.237	2.536	2.145	0.314	-0.067
8.842	2.637	2.240	2.541	2.148	0.314	-0.068
8.860	2.642	2.243	2.547	2.151	0.313	-0.068
8.880	2.647	2.246	2.552	2.154	0.312	-0.068
8.900	2.653	2.249	2.558	2.157	0.312	-0.069
8.920	2.658	2.251	2.564	2.160	0.311	-0.069
8.941	2.664	2.254	2.569	2.163	0.310	-0.069
8.961	2.669	2.257	2.575	2.166	0.310	-0.070
8.980	2.674	2.259	2.580	2.169	0.309	-0.070
9.001	2.679	2.262	2.586	2.172	0.308	-0.070
9.021	2.685	2.265	2.591	2.175	0.308	-0.071
9.041	2.690	2.267	2.591	2.175	0.310	-0.077
9.062	2.695	2.270	2.602	2.181	0.306	-0.071
9.081	2.701	2.273	2.602	2.181	0.308	-0.078
9.100	2.706	2.275	2.608	2.183	0.308	-0.078
9.121	2.711	2.278	2.613	2.186	0.307	-0.078
9.140	2.716	2.280	2.619	2.189	0.306	-0.077
9.160	2.722	2.283	2.624	2.192	0.306	-0.076
9.180	2.727	2.286	2.630	2.194	0.305	-0.076
9.201	2.732	2.288	2.635	2.197	0.304	-0.075
9.221	2.737	2.291	2.641	2.200	0.304	-0.075
9.240	2.743	2.293	2.646	2.202	0.303	-0.075
9.261	2.748	2.296	2.652	2.205	0.302	-0.074
9.281	2.753	2.298	2.657	2.208	0.302	-0.074
9.300	2.758	2.301	2.663	2.211	0.301	-0.074
9.320	2.764	2.303	2.668	2.213	0.300	-0.074
9.340	2.769	2.306	2.674	2.216	0.300	-0.074
9.361	2.774	2.308	2.679	2.218	0.299	-0.074
9.380	2.779	2.310	2.685	2.221	0.298	-0.074
9.401	2.785	2.313	2.690	2.224	0.298	-0.074
9.420	2.790	2.315	2.696	2.226	0.297	-0.074
9.440	2.795	2.317	2.701	2.229	0.296	-0.075
9.460	2.800	2.320	2.706	2.231	0.296	-0.075
9.481	2.805	2.322	2.712	2.234	0.295	-0.076
9.500	2.811	2.324	2.717	2.236	0.294	-0.076
9.520	2.816	2.327	2.723	2.239	0.294	-0.076
9.541	2.821	2.329	2.728	2.241	0.293	-0.077
9.560	2.826	2.331	2.733	2.244	0.292	-0.077
9.580	2.831	2.334	2.739	2.246	0.292	-0.077
9.601	2.837	2.336	2.744	2.249	0.291	-0.077
9.620	2.842	2.338	2.750	2.251	0.290	-0.077
9.641	2.847	2.340	2.755	2.253	0.290	-0.078
9.660	2.852	2.343	2.760	2.256	0.289	-0.078
9.681	2.857	2.345	2.766	2.258	0.289	-0.078
9.701	2.862	2.347	2.771	2.260	0.288	-0.078
9.721	2.867	2.349	2.776	2.263	0.287	-0.079
9.741	2.873	2.351	2.782	2.265	0.287	-0.079
9.761	2.878	2.353	2.787	2.267	0.286	-0.079
9.780	2.883	2.355	2.792	2.270	0.285	-0.080
9.801	2.888	2.358	2.797	2.272	0.285	-0.080
9.820	2.893	2.360	2.803	2.274	0.284	-0.080
9.840	2.898	2.362	2.808	2.276	0.284	-0.081
9.861	2.903	2.364	2.813	2.278	0.283	-0.081
9.881	2.908	2.366	2.819	2.281	0.282	-0.081
9.900	2.914	2.368	2.824	2.283	0.282	-0.081
9.921	2.919	2.370	2.829	2.285	0.281	-0.082
9.940	2.924	2.372	2.834	2.287	0.280	-0.082
9.961	2.929	2.374	2.840	2.289	0.280	-0.082
9.980	2.934	2.376	2.845	2.291	0.279	-0.083
10.001	2.939	2.378	2.850	2.293	0.279	-0.083
10.021	2.944	2.380	2.855	2.296	0.278	-0.083
10.040	2.949	2.382	2.860	2.298	0.277	-0.084
10.060	2.954	2.383	2.866	2.300	0.277	-0.084
10.081	2.959	2.385	2.871	2.302	0.276	-0.084
10.100	2.964	2.387	2.876	2.304	0.276	-0.084
10.121	2.970	2.389	2.881	2.306	0.275	-0.085
10.140	2.975	2.391	2.886	2.308	0.274	-0.085
10.160	2.980	2.393	2.892	2.310	0.274	-0.086
10.180	2.985	2.395	2.897	2.312	0.273	-0.086
10.200	2.990	2.396	2.902	2.314	0.273	-0.086
10.220	2.995	2.398	2.907	2.315	0.272	-0.087
10.241	3.000	2.400	2.912	2.317	0.271	-0.087
10.260	3.005	2.402	2.917	2.319	0.271	-0.088
10.280	3.010	2.403	2.922	2.321	0.270	-0.088
10.301	3.015	2.405	2.928	2.323	0.270	-0.088
10.320	3.020	2.407	2.933	2.325	0.269	-0.088
10.340	3.025	2.409	2.938	2.327	0.268	-0.089
10.361	3.030	2.410	2.943	2.328	0.268	-0.089
10.380	3.035	2.412	2.948	2.330	0.267	-0.090
10.401	3.040	2.413	2.953	2.332	0.267	-0.090
10.421	3.045	2.415	2.958	2.334	0.266	-0.090
10.441	3.050	2.417	2.963	2.335	0.266	-0.091
10.460	3.055	2.418	2.968	2.337	0.265	-0.091
10.480	3.060	2.420	2.973	2.339	0.264	-0.092
10.500	3.065	2.421	2.978	2.341	0.264	-0.092
10.521	3.070	2.423	2.984	2.342	0.263	-0.092
10.540	3.075	2.425	2.989	2.344	0.263	-0.092
10.560	3.080	2.426	2.994	2.346	0.262	-0.093
10.580	3.084	2.428	2.999	2.347	0.262	-0.093
10.601	3.090	2.429	3.004	2.349	0.261	-0.094
10.620	3.094	2.431	3.009	2.350	0.261	-0.094
10.640	3.099	2.432	3.014	2.352	0.260	-0.094
10.660	3.104	2.434	3.019	2.353	0.259	-0.095
10.680	3.109	2.435	3.024	2.355	0.259	-0.095
10.701	3.114	2.436	3.029	2.357	0.258	-0.096
10.721	3.119	2.438	3.034	2.358	0.258	-0.096
10.740	3.124	2.439	3.039	2.360	0.257	-0.097
10.760	3.129	2.441	3.044	2.361	0.257	-0.097
10.780	3.134	2.442	3.049	2.363	0.256	-0.098
10.801	3.139	2.443	3.054	2.364	0.256	-0.099
